Transliterated_Comment,final_label,gpt_labelled
eendia ko bachao modiji ko vote do,sarcastic,sarcastic
ek to chori upar se sina jori..chapri kahika,sarcastic,sarcastic
galateene paidaa jhaalee hee eechyaa maaeekadoona tee pana dusaryaa konaakadoona taree,non-sarcastic,sarcastic
"silendara chotaa haathee men rakhen hain yadi kucha ho jaataa to bhayaanaka haadasaa hotaa____aise baaika chaalakon para kesa honaa chaahie,7 saala kee jela fire fire",non-sarcastic,sarcastic
Are lavdya tuza sagla maaj utravtil police atta face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
are yaa janaavaraa laa hakalaa aapalyaa deshaatoona,non-sarcastic,sarcastic
gravity gai ma chudane asi koi chij hi nahi hoti goblin,non-sarcastic,sarcastic
blades ki sales upar jayegi abb,non-sarcastic,sarcastic
yahi sb population bada rahe hai,non-sarcastic,sarcastic
too raamaayana vaachalan asatan tara tulaa kalalan asatan kee prabhoo shreeraamaannee seetaa maataa laa kadheecha dosha dilaa naahee.aani shabaree tyaannaa maatesamaana hotee.tujhyaa bolanyaachaa hetoo konataahee asalaa taree too je bolalee te khoopa mothe paapa aahe.,non-sarcastic,sarcastic
Kuch na karke bhi kuch karo + dar ke age Jeet hai = desi bottle_with_popping_cork tumbler_glass face_with_tears_of_joy,sarcastic,sarcastic
jao unkl khana khao jake wrna bivi maregi kaha dongri walo k piche pade ho wo khushiya mna rhe unko manane do niklo yaha se,sarcastic,sarcastic
"bhaaeejaana jisakee ammee ho, vo ghara bulaa le jaao, kucha naheen milane vaalaa face_with_tears_of_joy",non-sarcastic,sarcastic
grt step 4grt relation...nic job sir,non_sarcastic,non-sarcastic
saba loga saayonee ko eka-eka kara baaree baaree se lege chodege koee dhakkaa-mukkee nahee karegaa face_with_tears_of_joy,non-sarcastic,sarcastic
proud to be hindu triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic
enraged_face enraged_face enraged_face enraged_face Jai Shree Ram triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic
Tum dono ki chuteeeeeeee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
Abee tereko 15 min chahiye kya firse face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
cross_mark_button moai skull fire check_mark_button rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic,sarcastic
Isme bhi EVM hona chahiye tha face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
ek naye tareeke se vote maanga gaya,sarcastic,sarcastic
visionary speech ke baad bhi ground unchanged,sarcastic,sarcastic
hichee laayakee aahe kaa .... ushtee bor kuth .... aani hine khalele l .....de kutha face_with_tears_of_joy,non-sarcastic,sarcastic
tai apan khup mhanje khup lahan ahe ajun prabhu shree ram ani sita mata hyanche jivan samjun ghenya sathi.,non-sarcastic,non-sarcastic
Bol rhi hai pelege kya pata pelege ya pil jayegee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
roadmap aur reel ka difference samajhna mushkil hai,sarcastic,sarcastic
"Secularism??? At this point secularism = being anti hindu in india, its a shame",sarcastic,sarcastic
ooske age dr. yuhi nhi lga,non-sarcastic,sarcastic
tum toh inspiration ho bhai,sarcastic,sarcastic
"aakhira huaa kyaa hai ,puraa veediyo daalo , eka tukadaa nahee |",sarcastic,sarcastic
isakaa baapa achche se kandoma lagaayaa hotaa to ye chinaara paidaa nhi hui hoti,sarcastic,sarcastic
gravity kaha gai bhai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
sudheera jee ina mahilaao ko aapa yaha bataiye kee pandraha laakha aaye the,sarcastic,sarcastic
tumhare statement ne internet tod diya,sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Last valla ganna bhot mast laga ispe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy . Proud to be Hindu triangular_flag,non-sarcastic,non-sarcastic
Pahle khud par condom ka istmal karti thi condom girl se famous hai,sarcastic,sarcastic
Voted for Abhishek n really no hate for Munawar.Even I was happy for him too but u are here for agenda,non-sarcastic,non-sarcastic
"aur agar aj koi kuch bola to ""bura na mano holi hai""",sarcastic,sarcastic
Do bhai khata khat khata khat face_with_tears_of_joy,non-sarcastic,sarcastic
India folded_hands folded_hands folded_hands folded_hands folded_hands India folded_hands red_heart,non-sarcastic,sarcastic
5 star cross_mark desi paua check_mark face_with_tears_of_joy,non-sarcastic,sarcastic
wohi to bol rhi hu card bant kar soch rhe the ki Jeet jaenge so ab badnami to hogi hi face_with_tears_of_joy,sarcastic,sarcastic
yahee to antara hindoo aura muslima men jo hamaaree baaton se sahamata hai laaika karen triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic,non-sarcastic
zamana kharab hai.. shine lajawab hai: … #laggayivat shine,sarcastic,sarcastic
le moot diya teri adhi knowledge pe,sarcastic,sarcastic
jhavata gaadhava aagaavara ghenyaachee kaaya garaja hotee tulaa tujhe jaanan se naheen maarage police saakhare cha paanee tujhyaa gaandivara otoona tulaa laala mugyaa chavalyaa paahije face_with_tears_of_joy,sarcastic,sarcastic
Allah green_heart palms_up_together green_heart green_heart palms_up_together green_heart green_heart palms_up_together palms_up_together green_heart green_heart palms_up_together green_heart green_heart palms_up_together green_heart green_heart,non-sarcastic,non-sarcastic
face_with_tears_of_joy Pappu ne star_and_crescent HAMCHO ko pappu banaya,non-sarcastic,sarcastic
man hi nahi rahe hai,non_sarcastic,sarcastic
bhaaoo kadhee bhetoo tilaa javaaba aamhee denaara,sarcastic,sarcastic
Population karne ke liye apani bibi aur beti ko bhi........ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
dusmni kiye to kayam rhna gand na ft gyi tumri kunbe ki to bolna,sarcastic,sarcastic
pelne ka bahut man hai bichari ko ...plz mai pelwana chahta hu a jao na folded_hands folded_hands,sarcastic,sarcastic
ye sab bd ki baat hai seat wo to pta chaliye na jayega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
jaya ho yogee mahaaraaja kee fire fire,non-sarcastic,sarcastic
Mar madarchod ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
जावा की पाकिस्तान मध्ये मग face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
Kiya tari mar Kiya face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing,non-sarcastic,sarcastic
Kuch bacche inki begam aur beti ke sath ham bhi karenge. World record todenge fire,sarcastic,sarcastic
aaaizhavadya tuzhya gandit pay ghatla pahije,non-sarcastic,sarcastic
Bokhala gye sare face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
jalne ki bu a rahi kidhar se dhuwa nikal rha hi,sarcastic,sarcastic
Sudhanshu trivedi ne Dhuruv rathee ke muh par moot diya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
tulashee baageta yaa kaamaalaa kaama milela hyaannaa,non-sarcastic,sarcastic
sb chapri hi h jo aise sadko pe ghoom rae h,non-sarcastic,sarcastic
"""darr ki ma ke bhosde mei five star""",non-sarcastic,sarcastic
अब धरो कांदा ला rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic
Hamri ram mandir ban gayi ha bolo jay shree Ram folded_hands sparkles sparkles,non-sarcastic,non-sarcastic
nountain dew cross_mark bolo juba kesari check_mark_button,non-sarcastic,sarcastic
to gand marane k liye rap banaya ..,sarcastic,sarcastic
aab sub katar punti pakistan jayenge,non-sarcastic,sarcastic
Never mess with this man.... skull skull,non-sarcastic,sarcastic
yayaaa jai shree aallah bhgwan people_hugging clown_face,non-sarcastic,sarcastic
"dhyan toh tum bhatka rahe the logo ka, kya hi jarurat thi ye sab karne ki... you deserve it hundred_points",sarcastic,sarcastic
dhruvrathi uski item ke gand mai ghusa hoga,sarcastic,sarcastic
bharosaa ke laayaka nahee hai | sharaabee hai | gajahaa hai | jhuthaa hai |jela me daalo ||,sarcastic,sarcastic
राहुल का आड़ लेलो face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Baithiye that moments told by Yogi ji in parliament face_with_tears_of_joy just remember his face face_with_tears_of_joy,non-sarcastic,sarcastic
Jai shree Ram folded_hands folded_hands folded_hands BJP,non-sarcastic,non-sarcastic
Extreme garbage by Pandit Nehru kudos bro right-facing_fist face_with_tears_of_joy,sarcastic,sarcastic
Google cross_mark google ka baap check_mark_button,non-sarcastic,sarcastic
latiya do puri hekadi nikal jayegi isko gali dene ki azadi kisne di,non-sarcastic,sarcastic
wahh bjp kya logic hai face_with_tears_of_joy,sarcastic,sarcastic
ye dushmana nahee chutiyaa hai aura ejenta hai,non-sarcastic,sarcastic
Khata khat khata khat le le vo log jinhone congress ko vote diya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
government kha bni congress ki government bnti to garebo ko milta,sarcastic,sarcastic
hum to apne bainso ko b kisi aur chote se lagwate hi ghr me hone k bavjood kyu ki pta hi bains ne us bache ko jnam diya hai maryada to hum ghr rkhe janvro me b rkhte hi tum to jangli janwro ki tra lage hue ho tume kya frk pdta hai ma behn se proud to b snatani triangular_flag,sarcastic,sarcastic
nodi ⠀⠀⠀⣴⣾⣿⣿⣶⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⢸⣿⣿⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠈⢿⣿⣿⣿⣿⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠈⣉⣩⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⣼⣿⣿⣿⣷⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⢀⣼⣿⣿⣿⣿⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⢀⣾⣿⣿⣿⣿⣿⣿⣷⠀ rahul gandhi ⢠⣾⣿⣿⠉⣿⣿⣿⣿⣿⡄⠀⢀⣠⣤⣤⣀⠀⠀⠀ ⠀⠙⣿⣿⣧⣿⣿⣿⣿⣿⡇⢠⣿⣿⣿⣿⣿⣧⠀⠀ ⠀⠀⠈⠻⣿⣿⣿⣿⣿⣿⣷⠸⣿⣿⣿⣿⣿⡿⠀⠀ ⠀⠀⠀⠀⠘⠿⢿⣿⣿⣿⣿⡄⠙⠻⠿⠿⠛⠁⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⡟⣩⣝⢿⠀⠀⣠⣶⣶⣦⡀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⣷⡝⣿⣦⣠⣾⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠀⠀⠀⠀⣿⣿⣮⢻⣿⠟⣿⣿⣿⣿⣿⣷⠀ ⠀⠀⠀⠀⠀⠀⠀⣿⣿⣿⡇⠀⠀⠻⠿⠻⣿⣿⣿⠀ ⠀⠀⠀⠀⠀⠀⢰⣿⣿⣿⠇⠀⠀⠀⠀⠀⠘⣿⣿⣿ ⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⠀⠀⠀⠀⠀⠀⣠⣾⣿⠀ ⠀⠀⠀⠀⠀⠀⢸⣿⣿⡿⠀⠀⠀⢀⣴⣿⣿⣿⣿⠀ ⠀⠀⠀⠀⠀⠀⠹⣿⣿⠇⠀⠀⠀⠸⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇ ⠀⠀⠀,non-sarcastic,non-sarcastic
Hi jyaa aica puca hila. Pakistha nat neun soda. Mhaje hila. Sagle halala kartil mag hiya bar vatel face_with_tears_of_joy,non-sarcastic,sarcastic
aanticipate bail le sakate ho jahaa.n kahi para bhee ho,non-sarcastic,sarcastic
Tere jese kitne aake chale gaye tere bap se nahi hua to tujse kya hoga or aage bhi nahi ho ga bas bethe bethe socha hi kar thumbs_down_light_skin_tone rolling_on_the_floor_laughing,non-sarcastic,sarcastic
sbi exited h k pakistan harega ... aree ye koi nai bat h kya ... #eendvspak,sarcastic,sarcastic
This kind of behavior will not be accepted it is very wrong enraged_face,non-sarcastic,non-sarcastic
bus kar kitna nafrath pelavoge? ek din marna hai yad rakk,sarcastic,sarcastic
nujhe garv hai ki hum hindu hai triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic
Gravity ki ma chud gayi check_mark_button check_mark_button check_mark_button check_mark_button es ki bhi,sarcastic,sarcastic
glti truck wale ki thi cadha deta,non-sarcastic,sarcastic
naye naye survey aur naye naye stats,sarcastic,sarcastic
are lavadayaa tule paheele naahee samajala kaa aataa gaanda phaatalee kaa,sarcastic,sarcastic
tulaa konee kaadhalyaa kaaya maaheetee maadarachoda face_with_tears_of_joy,sarcastic,sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic
Ye baccha 4 June ke baad gayab face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
Kuchh ukhad to paya nhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Bakwas start kar de face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Iska daly ka hoga hai face_with_tears_of_joy,non-sarcastic,sarcastic
जल्दी जेल जायो केजरीवाल जी face_with_tears_of_joy,sarcastic,sarcastic
hindustan…name mai hi hindu…hai ..kabristan…name mai pakistan milta julta hai…wahi chale jao please raising_hands,sarcastic,sarcastic
Jay Shri Ram red_heart red_heart triangular_flag triangular_flag,non-sarcastic,non-sarcastic
Jabh indian government ne punjabi ko assassinate karwaya tha canada main tabh ye rr nahi kiye tum logo ne? face_with_tears_of_joy,sarcastic,sarcastic
behaya aurat...tera kabhi bacha na ho,sarcastic,sarcastic
Wo झूले के आगे बैठ गए होंगे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy तभी निपट गए face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic,sarcastic
ye kam sirf muslim hi kar sakte hai check_mark_button check_mark_button jay shree ram sabhi ko triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic,sarcastic
ley lo baba g ka thullu rolling_on_the_floor_laughing,sarcastic,sarcastic
ye german shepherd hai kejriwal ka,non-sarcastic,sarcastic
Ha dek liya bhai ho ase hote dongle crying_face,non-sarcastic,sarcastic
. jo joote polish karne diye the won kab lautayega?,sarcastic,sarcastic
mylord point to be noted :- bade bhaiya maachudane gae rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic
15 lakh kaha gye Modi Wale face_with_tears_of_joy,sarcastic,sarcastic
2 min ye socho agar esa hi to to waqf board ne babri masjid ko claim kyun nahi kiya or supreme court k orders pr whn mandir bnaya gaya,non-sarcastic,sarcastic
"This is not in India, its Bangladesh",non-sarcastic,non-sarcastic
isako apane baapa ko kandoma lagaanaa sikhaanaa chaahie taaki aisaa namoonaa phira paidaa na ho face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
yahi chij ladka krta ladki k sath to abhi tak use fansi ho jati face_with_tears_of_joy,non-sarcastic,sarcastic
e vidhavaa meediyaa hai bhaaee sirpha bjp ko hi dikhata hai,non-sarcastic,sarcastic
jake puri video dekh lo mil jyegi without edit face_with_tears_of_joy fr ake yhi bolna ki edit hai face_with_tears_of_joy,non-sarcastic,sarcastic
gunda raj aur jungle raj dono samapti ki or hai..bus dekhte jao #bjpaaheadngbdead,sarcastic,sarcastic
godi media cross_mark_button gobar khane wali media check_mark_button,sarcastic,sarcastic
Transliterated_Comment,sarcasm_label,unknown
eendia me rss bajrangdal jaise hazaro nuslim organisations group banne ki zarurat hai tb maza ayega khel me.,sarcastic,sarcastic
Ye aaj tak he madarcho* hai face_with_tears_of_joy,non-sarcastic,sarcastic
Khara Bole ki Lokna Tochata fire red_heart Jauudya Taii Hya loknaa sangun kahi Upoogon nahi face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
hamare desh ke kai mahilayen bhikhari hai rahul gandhi ji sun lijiye inki pukar aur 8500 hajar rupaye dal dijiye face_with_tears_of_joy,sarcastic,sarcastic
"hadd hai, agar owasi ki mane to fir nughals ne bharat pe kabza kara and pakistan bangladesh bana k aj bhi ram mandir k khilaf khade hai. crying_face",non-sarcastic,sarcastic
the great noel gallagher is about to hit the stage in st . paul . plenty of room here so we're 4th row center . plenty of room . pretty fired up,non_sarcastic,non-sarcastic
Kaha gaye dhruv rathee ke chamche face_with_tears_of_joy,sarcastic,sarcastic
Babri masjid dikhao kaha hai ab face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Merai dost lun k jolly laitai howaii rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic
