Original_Comment,Cleaned_Comment,Transliterated_Comment
bolna kiya chahte ho 😂😂,bolna kiya chahte ho face_with_tears_of_joy face_with_tears_of_joy,bolna kiya chahte ho face_with_tears_of_joy face_with_tears_of_joy
Lvish ke time kahan tha ye ❤da,Lvish ke time kahan tha ye red_heart da,Lvish ke time kahan tha ye red_heart da
😂 bhai bas kar yaar tu kitna bara dogla hai yaar,face_with_tears_of_joy bhai bas kar yaar tu kitna bara dogla hai yaar,face_with_tears_of_joy bhai bas kar yar tu kitna bara dogla hai yar
Munawar 💪💪💪💪,Munawar flexed_biceps flexed_biceps flexed_biceps flexed_biceps,Munawar flexed_biceps flexed_biceps flexed_biceps flexed_biceps
Jeeta kya hai 😂😂 Oscar padam Shri Arjun award gold medal 😂😂 chutiya,Jeeta kya hai face_with_tears_of_joy face_with_tears_of_joy Oscar padam Shri Arjun award gold medal face_with_tears_of_joy face_with_tears_of_joy chutiya,Jeeta kya hai face_with_tears_of_joy face_with_tears_of_joy Oscar padam Shri Arjun award gold medal face_with_tears_of_joy face_with_tears_of_joy chutiya
Munawar Faruqui ❤️❤️❤️❤️❤️❤️,Munawar Faruqui red_heart red_heart red_heart red_heart red_heart red_heart,Munawar Faruqui red_heart red_heart red_heart red_heart red_heart red_heart
Nahi sudhrenge sab,Nahi sudhrenge sab,nahi sudhrenge sab
Bernal du bahan ke loade ko 🌚,Bernal du bahan ke loade ko new_moon_face,bernal du bahan ke loade ko new_moon_face
Jali na Teri v jali na 😂,Jali na Teri v jali na face_with_tears_of_joy,Jali na Teri v jali na face_with_tears_of_joy
😂😂😂is ki maa ki,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy is ki maa ki,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy is ki maa ki
😂😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
,,
😂😂😂O ho,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy O ho,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy O ho
ary iska matlb ise daud ibrahim ne jitvaya haj 😂😂😂😂,ary iska matlb ise daud ibrahim ne jitvaya haj face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,ary iska matlb ise daud ibrahim ne jitvaya haj face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Such people are responsible for hindu muslim tensions ...shame,Such people are responsible for hindu muslim tensions ...shame,Such people are responsible for hindu muslim tensions ...shame
Mujhi to is ke shalak bhi acchi nahi lag de SC 😂😂😂,Mujhi to is ke shalak bhi acchi nahi lag de SC face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Mujhi to is ke shalak bhi acchi nahi lag de SC face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Godi media chu**button ✅ here👉,Godi media chu**button check_mark_button here backhand_index_pointing_right,Godi media chu**button check_mark_button here backhand_index_pointing_right
"Ram mandir ke samay itne dange fasad Jo hue ??? Masjid ke saamne har musalman ke Ghar ke aas pass har jagah, wo ?? Ekdum anpadh ho ka ? Gawar media and Andhbhakts.","Ram mandir ke samay itne dange fasad Jo hue ??? Masjid ke saamne har musalman ke Ghar ke aas pass har jagah, wo ?? Ekdum anpadh ho ka ? Gawar media and Andhbhakts.","ram mandir ke samay itne dange fasad jo hue ??? nasjid ke samne har musalman ke ghar ke as pass har jagah, wo ?? ekdum anpadh ho ka ? gawar media and aandhbhakts."
,,
@alizbasheikh,,
Hasi ati h ab in logo pr,Hasi ati h ab in logo pr,hasi ati h ab in logo pr
Aur koi news nahi hai tere paas bhosdiwala,Aur koi news nahi hai tere paas bhosdiwala,aaur koi news nahi hai tere pas bhosdiwala
,,
Chalu ho gaya ek Miya Bhai jita bs inki ye midiya modi ji gulam hai,Chalu ho gaya ek Miya Bhai jita bs inki ye midiya modi ji gulam hai,chalu ho gaya ek niya bhai jita bs inki ye midiya modi ji gulam hai
Ye BJP ka dalal hai,Ye BJP ka dalal hai,ye bjp ka dalal hai
Bkl elvis ki rally time pe kahan tha,Bkl elvis ki rally time pe kahan tha,bkl elvis ki rally time pe kahan tha
Chacha ache kaam kro kuch pagal,Chacha ache kaam kro kuch pagal,chacha ache kam kro kuch pagal
Jai shree Ram 🙏🙏,Jai shree Ram folded_hands folded_hands,Jai shree Ram folded_hands folded_hands
Sabse bada atank wadi ine dikhra 😂😂😂😂,Sabse bada atank wadi ine dikhra face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Sabse bada atank wadi ine dikhra face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Shut up,Shut up,shut up
Tumhare paas koi news Nai🤦,Tumhare paas koi news Nai person_facepalming,Tumhare paas koi news Nai person_facepalming
Proudest for talent not for area,Proudest for talent not for area,Proudest for talent not for area
Hamesha ye nafrat ki bat karte ho,Hamesha ye nafrat ki bat karte ho,hamesha ye nafrat ki bat karte ho
Tu Gu khake hi manega,Tu Gu khake hi manega,tu gu khake hi manega
Fat gya kya,Fat gya kya,fat gya kya
😂😂😂😂😂😂😂 सीदे से बोलो ना ग*** जल गई तुम्हारी,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy सीदे से बोलो ना ग*** जल गई तुम्हारी,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy सीदे से बोलो ना ग*** जल गई तुम्हारी
Munawar game dak oska bhai,Munawar game dak oska bhai,nunawar game dak oska bhai
"Jamane they woh gujar gaye, ab jamana hum hai aur humko iss baat se koi takleef nahi hai ke Bigg boss tv show ka winner kaun hai.. Humko toh chinta ye hai ke 2024 ke chunaav ka vijeta kaun hai, kyonki hum bas manav dharam samajhte hai aur kuch nahi. Agar koi manav hee nahi toh dharam kaha se aayega Sahab..","Jamane they woh gujar gaye, ab jamana hum hai aur humko iss baat se koi takleef nahi hai ke Bigg boss tv show ka winner kaun hai.. Humko toh chinta ye hai ke 2024 ke chunaav ka vijeta kaun hai, kyonki hum bas manav dharam samajhte hai aur kuch nahi. Agar koi manav hee nahi toh dharam kaha se aayega Sahab..","jamane they woh gujar gaye, ab jamana hum hai aur humko iss bat se koi takleef nahi hai ke bigg boss tv show ka winner kaun hai.. humko toh chinta ye hai ke 2024 ke chunav ka vijeta kaun hai, kyonki hum bas manav dharam samajhte hai aur kuch nahi. aagar koi manav hee nahi toh dharam kaha se ayega sahab.."
Sahi keh rha hai,Sahi keh rha hai,sahi keh rha hai
Kehna kya chahta he tu godi midia,Kehna kya chahta he tu godi midia,kehna kya chahta he tu godi midia
Mtlb hag diya isne waps 🤣,Mtlb hag diya isne waps rolling_on_the_floor_laughing,Mtlb hag diya isne waps rolling_on_the_floor_laughing
"To isme kya ho gaya, wo jeeta uske fans celebrate kar rahe he is baat ko itna badane k kya zarurat, aur Yakub Menon aur Dawood ke baat karne ke to zarurat be kya the…..","To isme kya ho gaya, wo jeeta uske fans celebrate kar rahe he is baat ko itna badane k kya zarurat, aur Yakub Menon aur Dawood ke baat karne ke to zarurat be kya the…..","to isme kya ho gaya, wo jeeta uske fans celebrate kar rahe he is bat ko itna badane k kya zarurat, aur yakub nenon aur dawood ke bat karne ke to zarurat be kya the….."
😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Madar**d hai sal* ye,Madar**d hai sal* ye,nadar**d hai sal* ye
Oh my god shame,Oh my god shame,oh my god shame
Aj tak news ki gand jali ☑️,Aj tak news ki gand jali check_box_with_check,aaj tak news ki gand jali check_box_with_check
Bhai vah apni mehnat se jita hai kyon use Badnaam kar rahe ho,Bhai vah apni mehnat se jita hai kyon use Badnaam kar rahe ho,bhai vah apni mehnat se jita hai kyon use badnam kar rahe ho
Oomfoo inki fatne lagi😂😂😂,Oomfoo inki fatne lagi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Oomfoo inki fatne lagi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Chut,Chut,chut
Bhakkkkkk bikau,Bhakkkkkk bikau,bhakkkkkk bikau
Jali na tere bhe jali Naa 😂😂😂,Jali na tere bhe jali Naa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Jali na tere bhe jali Naa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
नफ्रत फैला रहा है क्या तीहाडी फिर्से चाटू पत्रकार,नफ्रत फैला रहा है क्या तीहाडी फिर्से चाटू पत्रकार,naphrata phailaa rahaa hai kyaa teehaadee phirse chaatoo patrakaara
Aatankwadi Jogi aur Modi,Aatankwadi Jogi aur Modi,aaatankwadi jogi aur nodi
Jali na bhot duk raha hai tu marham laga le 😂😂😂😂😂,Jali na bhot duk raha hai tu marham laga le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Jali na bhot duk raha hai tu marham laga le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Godi media ka har baat pe Aatank Vaadi bolna zoruri hai,Godi media ka har baat pe Aatank Vaadi bolna zoruri hai,godi media ka har bat pe aaatank vadi bolna zoruri hai
Jalne ki buuu aa rhi 😂,Jalne ki buuu aa rhi face_with_tears_of_joy,Jalne ki buuu aa rhi face_with_tears_of_joy
ɢᴀɴᴅ ᴊʟɪ ʜ 🙌😂,ɢᴀɴᴅ ᴊʟɪ ʜ raising_hands face_with_tears_of_joy,ɢᴀɴᴅ ᴊʟɪ ʜ raising_hands face_with_tears_of_joy
"ये राम सीता का मजाक उड़ाया था,और इसको पब्लिक ने जिताया😏","ये राम सीता का मजाक उड़ाया था,और इसको पब्लिक ने जिताया smirking_face","ye raama seetaa kaa majaaka u.daayaa thaa,aura isako pablika ne jitaayaa smirking_face"
Jalne walo ki duaa 😆,Jalne walo ki duaa grinning_squinting_face,jalne walo ki dua grinning_squinting_face
Dal h repotr,Dal h repotr,Dal h repotr
Ek din ki Chandni hai dusra din sab apna apna Ghar chala jyaga😂😂,Ek din ki Chandni hai dusra din sab apna apna Ghar chala jyaga face_with_tears_of_joy face_with_tears_of_joy,Ek din ki Chandni hai dusra din sab apna apna Ghar chala jyaga face_with_tears_of_joy face_with_tears_of_joy
😂😂😂😂han,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy han,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy han
Gandh lagi fatne kherat lagi batne chutiya 😂😂😂😂😂😂,Gandh lagi fatne kherat lagi batne chutiya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Gandh lagi fatne kherat lagi batne chutiya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Abe tere maa bhoda madharcood 😂😂😂😂,Abe tere maa bhoda madharcood face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Abe tere maa bhoda madharcood face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Koi nayi baat kar yar 😂,Koi nayi baat kar yar face_with_tears_of_joy,Koi nayi baat kar yar face_with_tears_of_joy
Today’s media has such great ability to turn everything towards terrorism n hindu Muslim ..shame on you.,Today’s media has such great ability to turn everything towards terrorism n hindu Muslim ..shame on you.,Today’s media has such great ability to turn everything towards terrorism n hindu Muslim ..shame on you.
Pagal. He ye,Pagal. He ye,pagal. he ye
Ye heart attack se marega😂,Ye heart attack se marega face_with_tears_of_joy,Ye heart attack se marega face_with_tears_of_joy
😂😂,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy
Iski jali 🔥 😂😂😂,Iski jali fire face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Iski jali fire face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Nafrat falane wali godi midia,Nafrat falane wali godi midia,nafrat falane wali godi midia
Ye media cmhutiya hay Sab jante hay,Ye media cmhutiya hay Sab jante hay,ye media cmhutiya hay sab jante hay
Logo ki g*nd jla rkhi h wah munawar Bhai wah 👏🎉,Logo ki g*nd jla rkhi h wah munawar Bhai wah clapping_hands party_popper,logo ki g*nd jla rkhi h wah munawar bhai wah clapping_hands party_popper
आपके पेट मे दर्द हो रहा है,आपके पेट मे दर्द हो रहा है,aapake peta me darda ho rahaa hai
सुधर जाओ वे दलाली करने वालों,सुधर जाओ वे दलाली करने वालों,sudhara jaao ve dalaalee karane vaalon
Munnawer 🔥🔥🔥,Munnawer fire fire fire,Munnawer fire fire fire
😂,face_with_tears_of_joy,face_with_tears_of_joy
Chal chutiye🤡,Chal chutiye clown_face,Chal chutiye clown_face
ab m apko kya bolu aap anchoring band kar dijiye sir munawar Faruqui winner 🏆🏆,ab m apko kya bolu aap anchoring band kar dijiye sir munawar Faruqui winner trophy trophy,ab m apko kya bolu ap anchoring band kar dijiye sir munawar faruqui winner trophy trophy
Jal raha hai ye  godi  Muslim hai na  bhai,Jal raha hai ye godi Muslim hai na bhai,jal raha hai ye godi nuslim hai na bhai
😂,face_with_tears_of_joy,face_with_tears_of_joy
Sch bol teri jali nh 😂🤡,Sch bol teri jali nh face_with_tears_of_joy clown_face,Sch bol teri jali nh face_with_tears_of_joy clown_face
Aaj Tak madarchod news he,Aaj Tak madarchod news he,aaaj tak madarchod news he
Abea sale teri q jalri bhai.... 😂😂😂🔥,Abea sale teri q jalri bhai.... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire,Abea sale teri q jalri bhai.... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire
Gaad jali😂,Gaad jali face_with_tears_of_joy,Gaad jali face_with_tears_of_joy
Sala may soch rha tha ias banuga iske baad lag rha hay....bolega ki may aab atankwadi o ko support karunga,Sala may soch rha tha ias banuga iske baad lag rha hay....bolega ki may aab atankwadi o ko support karunga,sala may soch rha tha ias banuga iske bad lag rha hay....bolega ki may ab atankwadi o ko support karunga
Eske jagah koi aur ragta to eska kya news hota 😂,Eske jagah koi aur ragta to eska kya news hota face_with_tears_of_joy,Eske jagah koi aur ragta to eska kya news hota face_with_tears_of_joy
Godi media 😂,Godi media face_with_tears_of_joy,Godi media face_with_tears_of_joy
Jali na jali na,Jali na jali na,jali na jali na
Pata nahi ab kitne dino Tak apne muh se zeher hagega ye admi 😂,Pata nahi ab kitne dino Tak apne muh se zeher hagega ye admi face_with_tears_of_joy,Pata nahi ab kitne dino Tak apne muh se zeher hagega ye admi face_with_tears_of_joy
Ye kiya babasir faila Raha hai bhai,Ye kiya babasir faila Raha hai bhai,ye kiya babasir faila raha hai bhai
Jali to jali bolo Kisko Gand jali,Jali to jali bolo Kisko Gand jali,jali to jali bolo kisko gand jali
"Stupid, shame on you , is this the way to narrate news , you are linking them to munawar indirectly, Its brainwashing of people for hindu muslim conflicts","Stupid, shame on you , is this the way to narrate news , you are linking them to munawar indirectly, Its brainwashing of people for hindu muslim conflicts","Stupid, shame on you , is this the way to narrate news , you are linking them to munawar indirectly, Its brainwashing of people for hindu muslim conflicts"
@mahidannish @sudhirchaudhary72  shame on you,shame on you,shame on you
Kya bakchodi karra hai ye jhato,Kya bakchodi karra hai ye jhato,kya bakchodi karra hai ye jhato
Only manwar bhai👏🔥🔥🔥,Only manwar bhai clapping_hands fire fire fire,Only manwar bhai clapping_hands fire fire fire
Kha mar gye secularism wale 😡,Kha mar gye secularism wale enraged_face,Kha mar gye secularism wale enraged_face
Godi media,Godi media,godi media
