Original_Comment,Cleaned_Comment,Transliterated_Comment
A nalayak hai kaun iska सर मगदवो भी कटा हुआ ❤️जय महाकाल👏,A nalayak hai kaun iska सर मगदवो भी कटा हुआ red_heart जय महाकाल clapping_hands,aa nalayak hai kaun iska sara magadavo bhee kataa huaa red_heart jaya mahaakaala clapping_hands
Up walo ko pure desh se bad dua lag rhi h unka hisab ase he ho jayega 🙏,Up walo ko pure desh se bad dua lag rhi h unka hisab ase he ho jayega folded_hands,oop walo ko pure desh se bad dua lag rhi h unka hisab ase he ho jayega folded_hands
😡😡 tummies aami chod ke gai thi,enraged_face enraged_face tummies aami chod ke gai thi,enraged_face enraged_face tummies aami chod ke gai thi
Police wale in rider ko shii Tod te hain ye bike ko aukat se jada tezz bhagate hain 😂,Police wale in rider ko shii Tod te hain ye bike ko aukat se jada tezz bhagate hain face_with_tears_of_joy,Police wale in rider ko shii Tod te hain ye bike ko aukat se jada tezz bhagate hain face_with_tears_of_joy
Mahilao me sirf burqe wali hai isse pta chalta hai muslim samajh ka kuch nhi ho skta,Mahilao me sirf burqe wali hai isse pta chalta hai muslim samajh ka kuch nhi ho skta,nahilao me sirf burqe wali hai isse pta chalta hai muslim samajh ka kuch nhi ho skta
❤️❤️❤️❤️🔥Jay shree Ram 🔥🔥🔥❤️🔥🔥,red_heart red_heart red_heart red_heart fire Jay shree Ram fire fire fire red_heart fire fire,red_heart red_heart red_heart red_heart fire Jay shree Ram fire fire fire red_heart fire fire
Chodam patti challenge rage he 😂😂😂,Chodam patti challenge rage he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Chodam patti challenge rage he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Tum sab gareeb aana mat karib 😂,Tum sab gareeb aana mat karib face_with_tears_of_joy,Tum sab gareeb aana mat karib face_with_tears_of_joy
Proud to be hindu✅🚩🔥✅✅✅,Proud to be hindu check_mark_button triangular_flag fire check_mark_button check_mark_button check_mark_button,Proud to be hindu check_mark_button triangular_flag fire check_mark_button check_mark_button check_mark_button
Chutia law Chutia board Apne bank vote ke liye Congress ne bhot kuch galat kia h hinduo ke saath,Chutia law Chutia board Apne bank vote ke liye Congress ne bhot kuch galat kia h hinduo ke saath,Chutia law Chutia board Apne bank vote ke liye Congress ne bhot kuch galat kia h hinduo ke saath
Proud to be Hindu 🚩🔥,Proud to be Hindu triangular_flag fire,Proud to be Hindu triangular_flag fire
Baik rider ❌ chutiya rider ✅,Baik rider cross_mark chutiya rider check_mark_button,Baik rider cross_mark chutiya rider check_mark_button
Yaha dekh K fat rahi h💀,Yaha dekh K fat rahi h skull,yaha dekh k fat rahi h skull
@its___a_k_a_s_h___8 tu vipakshi ka supporter sirf isliye hoga kyuki teri family b us party ko support krti hoyegi tune b wahi mana to bhai andhvhakt tu hai mai ni 🙌,tu vipakshi ka supporter sirf isliye hoga kyuki teri family b us party ko support krti hoyegi tune b wahi mana to bhai andhvhakt tu hai mai ni raising_hands,tu vipakshi ka supporter sirf isliye hoga kyuki teri family b us party ko support krti hoyegi tune b wahi mana to bhai andhvhakt tu hai mai ni raising_hands
In chapri ke wajah se bike hi nahi deta😢,In chapri ke wajah se bike hi nahi deta crying_face,een chapri ke wajah se bike hi nahi deta crying_face
Ye chinal ko dundho Bhai log,Ye chinal ko dundho Bhai log,ye chinal ko dundho bhai log
"अच्छा है नकली था ,नहीं तो मार डालती ये बच्चे को 😂","अच्छा है नकली था ,नहीं तो मार डालती ये बच्चे को face_with_tears_of_joy","achchaa hai nakalee thaa ,naheen to maara daalatee ye bachche ko face_with_tears_of_joy"
Remove the act (waqf court ),Remove the act (waqf court ),Remove the act (waqf court )
Tum se yahi ummid thi 🤣 achcha hai ki ham log Hindu Hain🚩,Tum se yahi ummid thi rolling_on_the_floor_laughing achcha hai ki ham log Hindu Hain triangular_flag,Tum se yahi ummid thi rolling_on_the_floor_laughing achcha hai ki ham log Hindu Hain triangular_flag
Ye sab kya horha ha bai😂,Ye sab kya horha ha bai face_with_tears_of_joy,Ye sab kya horha ha bai face_with_tears_of_joy
Eat 5 star do nothing ✅ Mountain Due Dar Ki Maa Ki Choot ✅🖕,Eat 5 star do nothing check_mark_button Mountain Due Dar Ki Maa Ki Choot check_mark_button middle_finger,Eat 5 star do nothing check_mark_button Mountain Due Dar Ki Maa Ki Choot check_mark_button middle_finger
"ध्रुव राठी का बाप "" सुधांशु "" 🔥🔥🔥","ध्रुव राठी का बाप "" सुधांशु "" fire fire fire","dhruva raathee kaa baapa "" sudhaanshu "" fire fire fire"
हम इनकी दूसरी न्यूज का इंतजार कर रहे है,हम इनकी दूसरी न्यूज का इंतजार कर रहे है,hama inakee doosaree nyooja kaa intajaara kara rahe hai
Hame garv hai.hm odisha se hai. Pure odisha Kesharia rang se rang dia 🚩,Hame garv hai.hm odisha se hai. Pure odisha Kesharia rang se rang dia triangular_flag,hame garv hai.hm odisha se hai. pure odisha kesharia rang se rang dia triangular_flag
या अंधारे बाईच्या अंधार असणाऱ्या भागात कोणीतरी बाण टाका. म्हणजे ही बाई हिंदू देवी देवता बाबत काहीच बोलणार नाही.,या अंधारे बाईच्या अंधार असणाऱ्या भागात कोणीतरी बाण टाका. म्हणजे ही बाई हिंदू देवी देवता बाबत काहीच बोलणार नाही.,yaa andhaare baaeechyaa andhaara asanaaryaa bhaagaata koneetaree baana taakaa. mhanaje hee baaee hindoo devee devataa baabata kaaheecha bolanaara naahee.
"Proud to be Hindu ✅🚩🔥
Ishke chalte pure mushlim badnam ho raha h ...😂",Proud to be Hindu check_mark_button triangular_flag fire Ishke chalte pure mushlim badnam ho raha h ... face_with_tears_of_joy,Proud to be Hindu check_mark_button triangular_flag fire Ishke chalte pure mushlim badnam ho raha h ... face_with_tears_of_joy
Sabse bade dange tum media Wale hi karwate ho dharm k naam par wo bhi...😂😂,Sabse bade dange tum media Wale hi karwate ho dharm k naam par wo bhi... face_with_tears_of_joy face_with_tears_of_joy,Sabse bade dange tum media Wale hi karwate ho dharm k naam par wo bhi... face_with_tears_of_joy face_with_tears_of_joy
Gravity 🤣🤣🤣🤣🤣 Taiyyari Kro Aap Saas Bahu Serial Ke Liye Perfect ho 😂,Gravity rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Taiyyari Kro Aap Saas Bahu Serial Ke Liye Perfect ho face_with_tears_of_joy,Gravity rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Taiyyari Kro Aap Saas Bahu Serial Ke Liye Perfect ho face_with_tears_of_joy
Chutiya ...gyan n ho banta nhi krte rathi ji..,Chutiya ...gyan n ho banta nhi krte rathi ji..,chutiya ...gyan n ho banta nhi krte rathi ji..
मैं सोच रहा हु काश हमारे मोहल्ले मे होता,मैं सोच रहा हु काश हमारे मोहल्ले मे होता,main socha rahaa hu kaasha hamaare mohalle me hotaa
Ya to latest news ha😂😂😂,Ya to latest news ha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Ya to latest news ha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Dhruv rathi ek no. Ka lauda insan h bhyii uski story Mt suna kro 😂😂,Dhruv rathi ek no. Ka lauda insan h bhyii uski story Mt suna kro face_with_tears_of_joy face_with_tears_of_joy,Dhruv rathi ek no. Ka lauda insan h bhyii uski story Mt suna kro face_with_tears_of_joy face_with_tears_of_joy
Jo re bahen चोद 😡 tu sala yehi घिनौना काम कर sakto ho  jai सनातन धर्म 🚩🚩,Jo re bahen चोद enraged_face tu sala yehi घिनौना काम कर sakto ho jai सनातन धर्म triangular_flag triangular_flag,jo re bahen choda enraged_face tu sala yehi ghinaunaa kaama kara sakto ho jai sanaatana dharma triangular_flag triangular_flag
Up ke Hijde Gujrati madhyapradesh proud feel🚩🚩🚩,Up ke Hijde Gujrati madhyapradesh proud feel triangular_flag triangular_flag triangular_flag,oop ke hijde gujrati madhyapradesh proud feel triangular_flag triangular_flag triangular_flag
Google se fact download kar raha tha samne google ka baap aa gaya😂,Google se fact download kar raha tha samne google ka baap aa gaya face_with_tears_of_joy,google se fact download kar raha tha samne google ka bap a gaya face_with_tears_of_joy
Aur humm nhi bol rahe galti unki nhi hamari hai.. We should pass on our history.. With this shit..people.. Mindset,Aur humm nhi bol rahe galti unki nhi hamari hai.. We should pass on our history.. With this shit..people.. Mindset,Aur humm nhi bol rahe galti unki nhi hamari hai.. We should pass on our history.. With this shit..people.. Mindset
Ye ripoter mila hua saala😡😡😡,Ye ripoter mila hua saala enraged_face enraged_face enraged_face,ye ripoter mila hua sala enraged_face enraged_face enraged_face
Mil jye fir iski bari ye bhi nai iske Bina hi,Mil jye fir iski bari ye bhi nai iske Bina hi,nil jye fir iski bari ye bhi nai iske bina hi
ये बालिका तो उच्च शिक्षा प्राप्त किए हुई है रेलन रेलाई की बात बहुत ज्यादा हो रही है 😂,ये बालिका तो उच्च शिक्षा प्राप्त किए हुई है रेलन रेलाई की बात बहुत ज्यादा हो रही है face_with_tears_of_joy,ye baalikaa to uchcha shikshaa praapta kie huee hai relana relaaee kee baata bahuta jyaadaa ho rahee hai face_with_tears_of_joy
😂😂😂😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Koi kuch nahi bolega Flash Mom hai😢⚡,Koi kuch nahi bolega Flash Mom hai crying_face high_voltage,Koi kuch nahi bolega Flash Mom hai crying_face high_voltage
@dhruvrathee thoda Germany main bait ke iske bare main video bnaoo . Thoda educate hona chahati hu main 😂😂,thoda Germany main bait ke iske bare main video bnaoo . Thoda educate hona chahati hu main face_with_tears_of_joy face_with_tears_of_joy,thoda Germany main bait ke iske bare main video bnaoo . Thoda educate hona chahati hu main face_with_tears_of_joy face_with_tears_of_joy
😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Logon ko marne ka man kar raha hai,Logon ko marne ka man kar raha hai,logon ko marne ka man kar raha hai
Bjp walo ko vote Dena ka bad kahna hatayga isko,Bjp walo ko vote Dena ka bad kahna hatayga isko,bjp walo ko vote dena ka bad kahna hatayga isko
