Original_Comment,Cleaned_Comment
Yeh banda detained hote huay bhi live tweeting karta hai.https://twitter.com/ArvindKejriwal/status/793818021542305793 …,Yeh banda detained hote huay bhi live tweeting karta …
"Yeh Jawaani Hai Deewani-Deepika Padukone , Ranbir Kapoor , Kalki Koechlin , Aditya Roy Kapur http://t.co/W0xrtVAJPz","yeh jawani hai deewani-deepika padukone , ranbir kapoor , kalki koechlin , aaditya roy kapur"
@iNeelSoni JALDI SE 2-3 KG HEERE BHEJ,jaaldee se 2-3 kg heere bhej
@indiantweeter mind mat kar yaar,mind mat kar yar
Ab bachi huee zindagi me itna khoon desh le liye baha dena https://twitter.com/ibrahim_smd/status/661965984257806336 …,aab bachi huee zindagi me itna khoon desh le liye baha dena …
har har kajrival ghr ghr kajrewal .  .  .  only hope for india .,har har kajrival ghr ghr kajrewal . . . only hope for india .
to aur kaun karta hai @TimesNow @narendramodi,to aur kaun karta hai
@chatpatidiary tum bhi jaage ho na? :-/,tum bhi jage ho na? :-/
"#Pune "" hum bahut jaldi aa rahe hain humara #FFYT Certification Program lekar","#pune "" hum bahut jaldi a rahe hain humara #ffyt certification program lekar"
"@Atheist_Krishna @akshaykanitkar @Alllahdin @KyaUkhaadLega @premlata_rai Babuji dheere chadna, pyar mein zara sambhalna","babuji dheere chadna, pyar mein zara sambhalna"
Jab US mei #Trump jeet sakta hai toh India mei kuch bhi ho sakta hai #ElectionResults 2017,jab oos mei #trump jeet sakta hai toh eendia mei kuch bhi ho sakta hai #electionresults 2017
"@ladywithflawsUsko usko pila diya, hagge mera dushman. @TweetErrant","usko pila diya, hagge mera dushman."
RT @Saba5786 : mahashivratri in yrkkh devyani is tense becoz alok parents r cuming #sbs seg @naksh_aliya @Preeti_PCH2004,rt : mahashivratri in yrkkh devyani is tense becoz alok parents r cuming #sbs seg
"Maqsood Bhai: Aapki begum nazar nahi aarahi, kya hua?
Sohail Bhai: Woh main mastt tel mein fry kar ke khagaya!pic.twitter.com/9UJTvM2MVP","naqsood bhai: aaapki begum nazar nahi arahi, kya hua? sohail bhai: woh main mastt tel mein fry kar ke"
Bulandh awaaz se vote karohttps://twitter.com/AdvancedMaushi/status/668875083520151552 …,bulandh awaz se vote …
Prabhu promises to raise Indian Railways to global standards http://t.co/0uJBn0pJaS #RailBudget2015 #RailwayBudget #railway,Prabhu promises to raise Indian Railways to global standards #RailBudget2015 #RailwayBudget #railway
@sayshardik ghar pe yaar,ghar pe yar
Nitish ji sarkaar nahi.. Agents ko chala rahe hai #NitishKaAgentPratyayaAmrit,nitish ji sarkar nahi.. aagents ko chala rahe hai #nitishkaaagentpratyayaaamrit
@iamGunjanGrunge samaj ni aaya,samaj ni aya
Bolte Hai 1 Hour Me Thik Hojaega ...,bolte hai 1 hour ne thik hojaega ...
"what's the difference in a  "" vow ""  (http/URL and a  "" promise ""  (http/URL @someUSER #tcot","what's the difference in a "" vow "" ( and a "" promise "" ( #tcot"
Sachin Ramesh Tendulkar !!!!! by Rajesh Seshadri :,sachin ramesh tendulkar !!!!! by rajesh seshadri :
Bharat humko jaan se pyara hai #GuessTheSonghttps://twitter.com/YoYoFunnySing/status/881242520654536704 …,bharat humko jan se pyara hai # …
@iamGunjanGrunge ye @Atheist_Krishna sirf ladkiyo ki help karta hai,ye sirf ladkiyo ki help karta hai
i wish it could be possible !  :),i wish it could be possible !
Ye chu bhi maan gaya baaki teeno sahi hai  https://twitter.com/ColdCigar/status/674473813845737472 …,ye chu bhi man gaya baki teeno sahi hai …
@Jal_Kukdi Ye bhi koi poochne ki baat hai ??,ye bhi koi poochne ki bat hai ??
Arbaaz Khan smacked Salman Bhai in Pyaar kiya toh darna kya. Salman Bhai smacked Arbaaz in Dabangg. Hisaab barabar.,aarbaz khan smacked salman bhai in pyar kiya toh darna kya. salman bhai smacked aarbaz in dabangg. hisab barabar.
RT @gauravgarg1903 : @scotchism @ANI_news prashant kishor ne 2 saal pehle script pakda di thi . aaj tak vahi pel rahe h pm sahib .,rt : prashant kishor ne 2 sal pehle script pakda di thi . aj tak vahi pel rahe h pm sahib .
@RowdyTalks woh hi baat hai! Ek zamaane mein laundiya hoti thi aur room mehenga,woh hi bat hai! ek zamane mein laundiya hoti thi aur room mehenga
#Notebandi se 15 Din pehle company band ? Kya mazra h bhai ? Kiske paise safed kiye @AmitShah k launde ne ? #notebandi #RichardThaler,#notebandi se 15 din pehle company band ? kya mazra h bhai ? kiske paise safed kiye k launde ne ? #notebandi #richardthaler
@DJVALABABU Grammar seekh lunga to apni behen ki shaadi karwaega mujhe ?,grammar seekh lunga to apni behen ki shadi karwaega mujhe ?
@CloudOfBooze uski shaadi ho jane do pehle kamse kam,uski shadi ho jane do pehle kamse kam
@vicky99564 @VivekMMisra @OfficeOfRG @narendramodi @tehseenp congress hi etna gir sakte hai . Jab Pappul Gandhi khud hi etna girte hai to ..,congress hi etna gir sakte hai . jab pappul gandhi khud hi etna girte hai to ..
@oothikicha hi Chetan bhagat sir,hi chetan bhagat sir
@Strawberigloz chyaila Marathi boltes!!,chyaila narathi boltes!!
mainland police repatriate wanted fugitives to taiwan: police on the chinese mainland on thursday repatriated 10 .  .  .  http/URL,mainland police repatriate wanted fugitives to taiwan: police on the chinese mainland on thursday repatriated 10 . . .
Wish #JNU is in UP than slogans will be Bharat mata ki jai & vande mataram #YogiAdityanath,wish #jnoo is in oop than slogans will be bharat mata ki jai & vande mataram #yogiaadityanath
@White_Crimes tum ye mere saath zabardasti kar rahe ho na? :-/,tum ye mere sath zabardasti kar rahe ho na? :-/
Anadita Patel's idol is Rahul Gandhi.,aanadita patel's idol is rahul gandhi.
"Aaj fir jeene ki tamanna hai, aaj fir marne ka irada hai.","aaaj fir jeene ki tamanna hai, aj fir marne ka irada hai."
".@shekhargupta yes sir, 2014 to bahut purana ho gaya, 2002 bilkul taza-taza hai",". yes sir, 2014 to bahut purana ho gaya, 2002 bilkul taza-taza hai"
"@journojuno Tried for Jai Hind, par Jhand ho gayi hai.","Tried for Jai Hind, par Jhand ho gayi hai."
@KajuBadamChor khatti meethi nahi hai yeh. Hum log kampat bolte the,khatti meethi nahi hai yeh. hum log kampat bolte the
"@AnupamPkher "" sir as u sad ke rajniti kariye humne bhi ki hai raajniti "" I don't know about ur past but can c that now u r doing raajniti .",""" sir as u sad ke rajniti kariye humne bhi ki hai rajniti "" ee don't know about ur past but can c that now u r doing rajniti ."
@premlata_rai @Dishasatra Disha ki baat hi kuch aur hai,disha ki bat hi kuch aur hai
Bhaiii ...greatttt<3<3<3 amazinggg wonderfullll,bhaii ...greatttt amazinggg wonderfullll
"@White_Crimes 
Mere saath tum ye zabardasti karte ho na?",nere sath tum ye zabardasti karte ho na?
Hindustan ke Arvind Kejriwal ki Pakistan ke Arvind Kejriwal se mulakat.https://twitter.com/ArvindKejriwal/status/711570909107073024 …,hindustan ke aarvind kejriwal ki pakistan ke aarvind kejriwal se …
@PriyancaBajaj bahot acidity hui hai,bahot acidity hui hai
"""Dekho ji ye sab mile huye hain, ye Australia ki trick hai #IndvsUAE se attention divert karni ki, iski jaanch honi chaiye"" #AusvNZ","""dekho ji ye sab mile huye hain, ye aaustralia ki trick hai #eendvsooaae se attention divert karni ki, iski janch honi chaiye"" #aausvnz"
@micky864 aur kiski baat kar raha hun,aur kiski bat kar raha hun
http/URL price: i'd take vitali fight: david price says he would fight vitali k .  .  .  http/URL click-1st-link !  2win,price: i'd take vitali fight: david price says he would fight vitali k . . . click-1st-link ! 2win
@Sand_In_Deed chaabi wale khilaune acche aaye hue hain market me. Maine bhi meri bhatiji ko gift kiye the abhi.,chabi wale khilaune acche aye hue hain market me. naine bhi meri bhatiji ko gift kiye the abhi.
Ye hai bharat ke sanskriti hameha bado ka samman karna https://t.co/1EsHXnSejZ,ye hai bharat ke sanskriti hameha bado ka samman karna
"RT @saswat28 : Famous Shiva Temple of Odisha . #MahaShivratri # "" @chandan9438 : Panchalingeswar temple , Nilgiri , Baleswar http://t .","RT : Famous Shiva Temple of Odisha . #MahaShivratri # "" : Panchalingeswar temple , Nilgiri , Baleswar ."
@NehaT_ kya gaali di hai,kya gali di hai
Chhu ke bhag kachraaa chhu ke bhaaag.,chhu ke bhag kachraa chhu ke bhaag.
dd national hd kab ayega ?  ?,dd national hd kab ayega ? ?
Inle bas ki baat nahi hai vishwas dila pana!Ye kewal #Notebandi jaisa disruption hi kar sakte hain jiska result zero hai !,eenle bas ki bat nahi hai vishwas dila pana!ye kewal #notebandi jaisa disruption hi kar sakte hain jiska result zero hai !
Sab ka malik ek.,sab ka malik ek.
"UAE toh jhanki hai, Ayodhya Mathura Kashi baaki haihttps://twitter.com/MEAIndia/status/632958318588260352 …","ooaae toh jhanki hai, aayodhya nathura kashi baki …"
Kaale kapdon waale aadmi ki aankhon mein paayi gayi vinashak shakti. Treta yug se hain jeevit'' #IfBatmanWasIndian,kale kapdon wale admi ki ankhon mein payi gayi vinashak shakti. treta yug se hain jeevit'' #eefbatmanwaseendian
NRI hogaye magar chill nahi ho paaye.https://twitter.com/beingarryan/status/882973519264579584 …,nree hogaye magar chill nahi ho …
@balliawalebaba aaj ki party teri taraf se..,aj ki party teri taraf se..
"@ClickLOA @HITKPKD Comic #1: Rishte Mein Toh Hum Tumhaare Baap Lagte Hai, Naam Hai Lal HIT! #LalHITMovies","comic #1: rishte nein toh hum tumhare bap lagte hai, nam hai lal heet! #lalheetnovies"
@akshaykanitkar hoga bhai.. UV pe bharosa rakho @Sarcaism,hoga bhai.. oov pe bharosa rakho
Columbus Columbus chutti hai aayi. Aao koi naya mulk dhunde chalke bhaihttps://twitter.com/narendramodi/status/771723348648812544 …,columbus columbus chutti hai ayi. aaao koi naya mulk dhunde chalke …
"Hamare desh ko aage badhane vale, logo me utsah jagane, narendra modi ji ko bhagvan hamesha khush rakhe.","hamare desh ko age badhane vale, logo me utsah jagane, narendra modi ji ko bhagvan hamesha khush rakhe."
@Delhitouch abhi block kar degi tujhe bhai ,abhi block kar degi tujhe bhai
"@enjoyinhell na be, family me sab dekhte hai","na be, family me sab dekhte hai"
yaar tabhi mene jamia miliya me admission nahi liya even mera entrace bhi clear ho gya tha bt jo bhi ho do your best  .  .  :),yaar tabhi mene jamia miliya me admission nahi liya even mera entrace bhi clear ho gya tha bt jo bhi ho do your best . .
"mujhe yahan chad nahi rahi, peene ke bawajood.","mujhe yahan chad nahi rahi, peene ke bawajood."
@IndiaFinger bhai thanks.. Sab so gaye abhi,bhai thanks.. sab so gaye abhi
Ab to aansu bhi nahi nikal rahe.,aab to ansu bhi nahi nikal rahe.
"annaji aapko bhi saath milkar try maarni chahiye .  .  .  .  .  .  .  .  .  . kya pata kuchh ho sake ,  jinki aap baat kar rahe hai ,  unko kaam karna to pahale sikhaye !  !  ! ","annaji apko bhi sath milkar try marni chahiye . . . . . . . . . . kya pata kuchh ho sake , jinki ap bat kar rahe hai , unko kam karna to pahale sikhaye ! ! !"
#260 : Hell yeah ! Scored . Before . Graduating .,#260 : Hell yeah ! Scored . Before . Graduating .
.@sonamakapoor Suno na sangmarmar ki ye minare.. Kuch bhi nahi hai........,. suno na sangmarmar ki ye minare.. kuch bhi nahi hai........
you changed not only delhi politics but also indian politics . you are real hero of indian politics .  i salute you arvind sir . i hope you are the next c . m .  of delhi .,you changed not only delhi politics but also indian politics . you are real hero of indian politics . i salute you arvind sir . i hope you are the next c . m . of delhi .
"are aise hi tweet kiya, jaan loge kya ","are aise hi tweet kiya, jan loge kya"
"Chura liya hai tumne jo dil ko, paise nahi churana sanam.","chura liya hai tumne jo dil ko, paise nahi churana sanam."
Ye aise log ladkiyon ko sar par chadhne ka mauka dete hai.https://twitter.com/DiaQuery/status/701436809855660032 …,ye aise log ladkiyon ko sar par chadhne ka mauka dete …
"""Yaa Allah ek baar to Modi ji ke muh se mera naam bulwa""

#PMSpeaksToArnabpic.twitter.com/XZUeoOEceB","""ya aallah ek bar to nodi ji ke muh se mera nam bulwa"" #"
tuko left out feel ho raha hai kya? tumko bhi stalk kar lunga main. Bas haan bol do ek baar.,tuko left out feel ho raha hai kya? tumko bhi stalk kar lunga main. bas han bol do ek bar.
"having family pictures done on saturday with my 4 favorite girls !  hannah ,  katie  ,  shan and my tam !  can't wait !  life can't get any better !","having family pictures done on saturday with my 4 favorite girls ! hannah , katie , shan and my tam ! can't wait ! life can't get any better !"
"on my ym shit right now .  just finished listening to i am not a human being .  now going onto pink friday .  after this ,  hello careless world . ","on my ym shit right now . just finished listening to i am not a human being . now going onto pink friday . after this , hello careless world ."
@mrjagjit ummeed hai tweets padhke ulti acchese aati hogi.,ummeed hai tweets padhke ulti acchese ati hogi.
1 Ladke Ne ek Ladki Ko Call Ki . Boy : I LOVE U Jaan . Girl : Sacchi . Boy : Mucchi . Girl : ek 100ka Recharge Krwa ... http://t.co/fBVr0axApf,1 ladke ne ek ladki ko call ki . boy : ee love oo jan . girl : sacchi . boy : nucchi . girl : ek 100ka recharge krwa ...
@emraanhashmi Today is Mahashivratri . Kya pharak padta hai,today is nahashivratri . kya pharak padta hai
"Jiya Jale Jaan Jale, Naino Tale...https://twitter.com/soniandtv/status/854748538705555456 …","jiya jale jan jale, naino …"
"@IScreamPunday kya stock karna hai mujh par? Let it be alcohol.
Stalk kar sakte ho tum jaise photos kiye",kya stock karna hai mujh par? let it be alcohol. stalk kar sakte ho tum jaise photos kiye
ye waali acting to hm aaj v apply krte h akdum bindaas actress h hm iz role k =p =d,ye waali acting to hm aaj v apply krte h akdum bindaas actress h hm iz role k =p =d
@KajuBadamChor Ye main kar chuka hu,ye main kar chuka hu
bahut bhagate the hame chalk aur stick(apni hi pitayi k liye :-p) aur hum bhi pura period ghum k hi aate the vapas:-p,bahut bhagate the hame chalk aur stick(apni hi pitayi k liye :-p) aur hum bhi pura period ghum k hi aate the vapas:-p
"Ye deal bhi kya cheez hai! - Aamir Khan
Ye meal bhi kya cheez hai! - Sonakshi Sinha",ye deal bhi kya cheez hai! - aaamir khan ye meal bhi kya cheez hai! - sonakshi sinha
"#24 - Telugu Movie Theatrical Trailer | Suriya , Samantha , Nithya | A.R Rahman https://t.co/K6PtXsFwcP via @YouTube","#24 - Telugu Movie Theatrical Trailer | Suriya , Samantha , Nithya | A.R Rahman via"
school ke din yaad aagaye (y),school ke din yad agaye (y)
"chahe kitni bhi types ki games aa jae .  .  .  p . c ps1 , 2 or anything .  .  .  but nothing can compete with this .  .  .","chahe kitni bhi types ki games aa jae . . . p . c ps1 , 2 or anything . . . but nothing can compete with this . . ."
@someUSER ok !  i hope jennette visit your city someday and you may have the chance to meet her :d,ok ! i hope jennette visit your city someday and you may have the chance to meet her
guddu ji darpan to sahi likh lete  .  .  .  hindi bhi kamzor hai kya :p,guddu ji darpan to sahi likh lete . . . hindi bhi kamzor hai kya
"SRK - Ye jo thode se hai paise.. Kharch tum par karu kaise.. ??

Juhi - PayTM karo..",srk - ye jo thode se hai paise.. kharch tum par karu kaise.. ?? juhi - paytn karo..
@roshd @chintskap Parda hai Parda ya Prada hai Prada?,parda hai parda ya prada hai prada?
"for second time ,  eagles make stop -- and commit a penalty .  pi on kendricks gives atl another 1st down .  groundhog day lives .","for second time , eagles make stop -- and commit a penalty . pi on kendricks gives atl another 1st down . groundhog day lives ."
best part is : sharma ji's son getting his ass kicked .  .  .  makes me feel better .  . ,best part is : sharma ji's son getting his ass kicked . . . makes me feel better . .
Kal mera phone shera ke paas tha.,kal mera phone shera ke pas tha.
Capital punishment by shooting in public should be awarded by law to send the message !! #KyaBiharMeinSarkaarHai ? https://t.co/0Lc4xNE4iR,Capital punishment by shooting in public should be awarded by law to send the message !! #KyaBiharMeinSarkaarHai ?
@ek_samosa_dena haath mein kangan kaan mein baali bholobhali koi matwaalu banegi merrrri gharwaaaaali... Gore Gore,hath mein kangan kan mein bali bholobhali koi matwalu banegi merrrri gharwaaali... gore gore
"Main hoon na... aaah..
Bas aaj apna angel aayega, beer lekar zaroor aayega.","nain hoon na... aah.. bas aj apna angel ayega, beer lekar zaroor ayega."
"@Champ_Nikk Nitish ji ne pension plan liya hai kya
#GoodByeNitishKumar",nitish ji ne pension plan liya hai kya #goodbyenitishkumar
yes she is god fearing .... but very fugly ! lo machaai ...,yes she is god fearing .... but very fugly ! lo machaai ...
@indiantweeter aane wale hafte? Done. Phone kar lunga,ane wale hafte? done. phone kar lunga
"I love you @ShraddhaKapoor ek reply ki keemat tum kya jaano?
Ye Deepika ki line thi phir bhi.",ee love you ek reply ki keemat tum kya jano? ye deepika ki line thi phir bhi.
@Lala_The_Don Nitishraaj me sare aaropi riha ho gaye #NitishKaNakliVikas,nitishraj me sare aropi riha ho gaye #nitishkanaklivikas
@Marwaari Thanks bhai :),Thanks bhai
"Gambhir be like ""International na sahi, kam se kam IPL toh achha khel lun Rohit ki tarah"" #KKRvRCB","gambhir be like ""eenternational na sahi, kam se kam eepl toh achha khel lun rohit ki tarah"" #kkrvrcb"
LOL.. Inhe bhi muft Burnol milega ab sehttps://twitter.com/VinitaDeshmukh/status/637908506574647296 …,LOL.. Inhe bhi muft Burnol milega ab …
